,0,1,2,3,4
79,U.S. says no announcement planned this week on expanding laptop ban,Tech,30-05-2017,"A sign directs travelers to a security checkpoint staffed by Transportation Security Administration (TSA) workers at O'Hare Airport in Chicago.Getty ImagesThe U.S. Department of Homeland Security does not plan to announce an expansion of a ban on laptops in airline cabins this week after Secretary John Kelly spoke to European officials on Tuesday, a department spokesman said.David Lapan, a department spokesman, confirmed that Kelly was speaking to European Home Affairs Commissioner Dimitris Avramopoulos and Transport Commissioner Violeta Bulc on Tuesday. ""This is part of our ongoing engagement with various stakeholders on this issue,"" Lapan said, declining to elaborate. Kelly told ""Fox News Sunday"" over the weekend that he ""might"" ban laptops from airplane cabins on all international flights both into and out of the United States.",https://www.cnbc.com/2017/05/30/u-s-says-no-announcement-planned-this-week-on-expanding-laptop-ban.html
80,Watch: Former Microsoft CEO Steve Ballmer at Code Conference,Tech,30-05-2017,"Steve Ballmer is speaking at the code conference Tuesday evening at 7:40 p.m., ET.Ballmer, best known for his time as CEO at Microsoft, will likely cover a variety of topics, from the current state of technology to his ownership of the Los Angeles Clippers and his own firm, the Ballmer Group.",https://www.cnbc.com/2017/05/30/watch-former-microsoft-ceo-steve-ballmer-at-code-conference.html
81,US Treasurys edge higher as bond investors focus on economic data,Bonds,30-05-2017,"U.S. government debt prices were higher on Tuesday as investors parsed through a fresh batch of economic data. The yield on the benchmark 10-year Treasury notes, which moves inversely to price, was lower at around 2.215 percent, while the yield on the 30-year Treasury bond was also lower at 2.884 percent.Treasurys On the data front, personal income rose 0.4 percent in April, in line with expectations, and consumer spending increased by 0.4 percent.""Bottom line, relative to expectations the only thing noteworthy was the upward revision in March spending as spending on durable goods was less negative and service spending was more than originally stated,"" said Peter Boockvar, chief market analyst at The Lindsey Group.""As for April, real spending surprised to the upside off the higher than expected March base but a savings rate that remains steady points to a consumer that is just trying to just live within their means,"" he said. Other data released Tuesday include consumer confidence reading for May, which came in at 117.9, slightly below a consensus estimate of 119.  In oil markets, persistent oversupply concerns appeared to weigh on oil prices on Tuesday as traders assessed whether OPEC's pledge to extend production cuts by 1.8 million barrels per day until the end of the first-quarter of 2018 would be able to significantly tighten the market.U.S. crude settled 14 cents lower at $49.66 a barrel.",https://www.cnbc.com/2017/05/30/us-treasurys-edge-higher-as-bond-investors-focus-on-economic-data-auctions.html
82,Singapore slaps fines on Credit Suisse and UOB in money laundering probe of Malaysian development fund,Law,29-05-2017,"Singapore's central bank has fined Credit Suisse and United Overseas Bank (UOB) for breaches relating to the scandal-hit Malaysian sovereign wealth fund 1Malaysia Development Berhad (1MDB), it said in a statement on Tuesday.The Monetary Authority of Singapore (MAS) said it has imposed a 700,000 Singapore dollars ($505,000) fine on Credit Suisse and a 900,000 Singapore dollars ($649,000) penalty on UOB. The two banks were found to have breached several anti-money laundering requirements.The Monetary Authority of Singapore's headquarters in Singapore.\xc2\xa0 Sam Kang Li | Bloomberg | Getty Images""These include weaknesses in conducting due diligence on customers and inadequate scrutiny of customers' transactions and activities. MAS did not however detect pervasive control weaknesses within these banks,"" the central bank said.Following MAS' latest announcement, Credit Suisse and UOB said in statements to the media that they acknowledged the findings by the central bank. Both banks said they have worked to strengthen their anti-money laundering controls.""Notwithstanding that the Monetary Authority of Singapore (MAS) review findings show there are no pervasive anti-money laundering control weaknesses, we acknowledge the outcome of the review and regret that we have fallen short of the MAS' and our own high standards,"" a Credit Suisse spokesperson said.UOB said it will also enhance its training program to raise risk and control awareness among the bank's staff.In addition to financial penalties imposed on the banks, the MAS also issued lifetime Prohibition Orders against a former Singapore branch manager of Falcon Private Bank, Jens Fred Sturzenegger, and two ex-employees of BSI Bank, Yak Yew Chee and Seah Mei Ying.The Prohibition Orders, effective from May 29, 2017, prevent them from providing any capital markets or financial advisory services and managing any capital markets services or financial advisory firm in Singapore.The central bank also said it intends to issue Prohibition Orders ranging from three to six years against three others for their involvement in 1MDB-related activities.MAS completes two-year anti-money laundering reviewMAS said it has completed the two-year long review of financial institutions involved in 1MDB-related fund flows \xe2\x80\x94 the most extensive investigation the central bank has ever taken.""The review uncovered a complex web of transactions involving numerous shell companies and individuals operating in multiple jurisdictions, including the United States, Switzerland, Hong Kong, Luxembourg and Malaysia,"" it said.Authorities around the world, including the United States, Switzerland and Singapore have looked into anti-money laundering breaches relating to 1MDB.Olivia Harris | ReutersQuestions about movement of funds from 1MDB came to widespread attention when the Wall Street Journal reported that in 2013 nearly $700 million had flowed from the debt-ridden fund to Malaysian Prime Minister Najib Razak's personal bank account.Najib has repeatedly denied wrongdoing and, under pressure from the outcry caused by the report, said the funds were a private donation from a Middle Eastern country he declined to name. He has denied benefiting personally from the funds.Malaysian Attorney General Mohamed Apandi Ali later said that Saudi Arabia's royal family gave Najib a $681 million gift, of which about $600 million was later returned. Apandi said that no criminal offense had been committed.Singapore's investigations into 1MDB-related breaches started in March 2015. Since then, the MAS shut down two Swiss-based private banks, BSI and Falcon, and imposed financial penalties of 29.1 million Singapore dollars ($21 million) on eight banks including UBS and Standard Chartered.The central bank also hauled several individuals to court and barred them from participating in the Singapore finance industry. The prohibition included a former director of Goldman Sachs Singapore, Tim Leissner, who issued an unauthorized letter to a financial institution based in Luxembourg to clear Malaysian tycoon Low Taek Jho of money laundering concerns.MAS' managing director Ravi Menon said the two-year long review holds key lessons for Singapore.""MAS has enhanced its AML (anti-money laundering) surveillance and taken unprecedented enforcement actions against errant institutions and individuals. Financial institutions have increased their risk awareness and strengthened their AML controls,"" he said.""Our financial industry is in a better position today than it was when the abuses stemming from the 1MDB-related flows took place. The price for keeping our financial center clean as it grows in size and inter-connectedness is unstinting vigilance.""",https://www.cnbc.com/2017/05/29/singapores-central-bank-fines-credit-suisse-and-uob-for-1mdb-related-transactions.html
83,European banking stocks head lower as Deutsche Bank drops recommendation to sell,Banks,30-05-2017,"VIDEO3:0703:07ECB's Draghi: Monetary support still necessarySquawk Box EuropeDeutsche Bank has lowered its recommendation on European banks to sell, pointing to fading regional growth momentum as a headwind for the sector in coming months.The level of growth implied by strong recent Purchasing Managers' Index (PMI) data is around 3 percent which far exceeds Deutsche Bank research's internal forecast of 1.8 percent, according to analysts at the German bank in a note published Tuesday.""If PMIs fade back to the levels consistent with our economists' projections (at around 53), this would imply PMI momentum (i.e. the six-month change in PMIs) turning negative over the coming months,"" said the analysts.""Banks are among the sectors most sensitive to swings in euro area PMI momentum and tend to underperform when it turns negative,"" added the note, observing that current valuation levels do not offer any further support to the sector's stocks given their ramp up in price in recent months.VIDEO4:3804:38How political news, US data will shake up markets this week Squawk Box EuropeHowever, there is some respite for banks coming later this year, say the research's authors, both on account of changes in data and central bank policies.""We expect PMI momentum to trough later in the year, at which point we will be looking to turn more positive on banks, especially given that our sector analysts see upside for the sector over the next 12 months (as a function of the expected interest rate normalization),"" continued the note.The banking sector was dragging the European indices lower on Tuesday morning with the Eurostoxx 600 banking index down by around 1.5 percent by 12:30 p.m. London time. UBS and Deutsche Bank were among the biggest losers in the session's early trade.Deutsche Bank headquartersPhoto by Hannelore FoersterComments from European Central Bank (ECB) chief Mario Draghi on Monday revealing his wish to continue with a monetary policy easing bias in the coming months pulled banks lower as the punitive low yield environment looked set to persist for longer.The banks have actually been hit by a ""double whammy"" of Mr. Draghi's remarks and by virtue of being a cyclical trade, said Lothar Mentel, chief investment officer (CIO) at Tatton Investment Management, on CNBC's Squawk Box on Tuesday.""If you buy Europe and if you believe in the story of the recovery and the strong economic momentum, it's best to go into banks - so that (this session's selling momentum) tells me that the markets are starting to be a bit more cautious about that perspective,"" opined Mentel.Yet while the global equity market is quite fully valued, Europe \xe2\x80\x93 and indeed financials - do retain some attraction versus other listed company investment options, according to Joe Prendergast, head of financial market analysis at Credit Suisse.""Europe is still in an earlier part of the cycle, valuation is that little bit better, the monetary cycle is not fully priced in and could, overtime, evolve in a more constructive way. So I think you can still highlight the financials as offering some potential,"" posited Prendergast on CNBC's Squawk Box on Tuesday.""But Europe in particular, which has a heavy weight in financials - Europe is the region which stands out to us as most attractive,"" he concluded.Follow CNBC International on Twitter and Facebook. ",https://www.cnbc.com/2017/05/30/european-banking-stocks-lower-as-deutsche-bank-sell.html
84,Japan urges China to play bigger role in restraining North Korea,Asia-Pacific News,30-05-2017,"Japanese Prime Minister Shinzo Abe speaks during the ""Investment Opportunities in Japan: Toward the New Asia-Pacific Era"" meeting, on the sidelines of the United Nations General Assembly in New York City, Sept. 19, 2016.Rashid Umar Abbasi | ReutersJapanese Prime Minister Shinzo Abe's top security advisor has urged China to play a bigger role in restraining North Korea's nuclear and missile development programs, Japan's foreign ministry said in a statement.National security advisor Shotaro Yachi made the remarks in a meeting near Tokyo with China's top diplomat, State Councillor Yang Jiechi, on Monday, the same day that North Korea conducted the latest in a quick succession of missile tests.Pyongyang's official KCNA news agency said on Tuesday a new ballistic missile controlled by a precision guidance system had been tested and that North Korean leader Kim Jong Un had ordered the development of more powerful strategic weapons.Yachi told Yang during five hours of discussion that North Korea's actions had reached a new level of provocation.""Japan and China need to work together to strongly urge North Korea to avoid further provocative actions and obey things like United Nations resolutions,"" Yachi was quoted as telling Yang, urging China to take on a bigger role.VIDEO1:2201:22North Korea 'clearly' not taking any guidance from ChinaThey also discussed regional issues of concern, with China's foreign ministry saying in a statement that Yang told Japan it should view China's development as an opportunity, not a threat, and that it should deal with issues like the South China Sea and Taiwan cautiously and keep its word.China, the world's second-largest economy, and Japan, the third-largest, have a difficult political history, with ties strained by the legacy of Japan's World War Two aggression and conflicting claims over a group of uninhabited East China Sea islets.Beijing is also suspicious about Tokyo's stance on the disputed South China Sea and over self-ruled Taiwan, once a Japanese colony and claimed by China as its own.Yang said relations were currently at an important juncture with both new opportunities and outstanding challenges, China's Foreign Ministry said late on Monday.He called on Japan to speak and act cautiously on the South China Sea and to play a constructive role as relevant countries in the region are making efforts to solve the issue properly.However, the Chinese statement made no mention of North Korea.",https://www.cnbc.com/2017/05/30/japan-urges-china-to-play-bigger-role-in-restraining-north-korea.html
85,Uber\xe2\x80\x99s New York general manager is leaving to join Tusk Ventures,Tech,30-05-2017,"VIDEO0:5300:53Uber's New York general manager is leaving to join Tusk VenturesNews VideosJosh Mohrer, the general manager of Uber's New York operations,  is leaving the company after five years. Mohrer will be joining Tusk Ventures \xe2\x80\x94 founded and run by investor and political operative Bradley Tusk.It's not an entirely unusual move for Mohrer. Tusk has been a close ally and advisor to the ride-hail company and aided in its fight against New York Mayor Bill de Blasio's proposal to limit the number of new vehicles on the platform in 2015.More From Recode:More manufacturing jobs came back to the US than left last year Read Mark Zuckerberg's full commencement address at Harvard Mark Zuckerberg called on Harvard's graduates to help save the environment and cure all diseaseIt is, however, a tumultuous time to leave the company. In addition to its many recent scandals and executive departures, Uber announced that it had underpaid thousands of its  New York drivers for about two years. New York is also the company's largest market in the U.S.Mohrer will be replaced by Sarfarz Maredia who had his start at the company as the general manager of Houston, Texas. Maredia will oversee New Jersey, Connecticut, and Pennsylvania in addition to New York.\xe2\x80\x94By Johana Bhuiyan, Recode.net. CNBC's parent NBCUniversal is an investor in Recode's parent Vox, and the companies have a content-sharing arrangement.Watch: Uber apparently underpaid NYC driversVIDEO3:4303:43Uber reportedly underpaid NYC driversPower Lunch",https://www.cnbc.com/2017/05/30/ubers-new-york-general-manager-is-leaving-to-join-tusk-ventures.html
86,Wilbur Ross says he's 'open to resuming' talks on mega-trade deal with Europe,Economy,30-05-2017,"Wilbur Ross, U.S. commerce secretary, speaks during the 47th annual Washington Conference on the Americas at the U.S Department of State in Washington, D.C.Andrew Harrer | Bloomberg | Getty ImagesAfter a series of angry tweets from President Donald Trump directed toward Germany over trade, Commerce Secretary Wilbur Ross told CNBC on Tuesday he is open to continuing talks on a proposed trade pact with the European Union.""It's no mistake that, while we withdrew from TPP"" \xe2\x80\x94 the Trans-Pacific Partnership trade pact with Pacific Rim nations \xe2\x80\x94 ""we did not withdraw from TTIP,"" Ross said.Talks around the proposed Trans-Atlantic Trade and Investment Partnership were put on hold after Trump's election last year.""The EU is one of our largest trading partners, and any negotiations legally must be conducted at the EU level and not with individual nations,"" Ross said. ""Thus, it makes sense to continue TTIP negotiations and to work towards a solution that increases overall trade while reducing our trade deficit.""VIDEO1:1901:19Trump stages tweet offense against GermanySquawk on the StreetAccording to the U.S. Census Bureau, the U.S. trade deficit with the EU in 2016 stood at $146.3 billion. So far in 2017, that deficit is at $32.1 billion.Secretary Ross' comments come less than a week after his meeting with German Economics Minister Brigitte Zypries, who told a German newspaper, ""It is not likely the U.S. will resume negotiations over TTIP.""CNBC has obtained copies of trade deficit data that was given to Ross by the Coalition for a Prosperous America, an anti-free trade think tank, which purports to show the trade deficit the United States has with Germany and with the EU overall.The coalition, which takes credit on its website for killing the Trans-Pacific Partnership, says that its mission is ""to fight for balanced trade and to protect U.S. sovereignty.""""Germany's 2016 current account surplus was the biggest in the world in relation to its GDP at 8.5 percent. China's was 3 percent,"" said Michael Stumo, CEO of the think tank. ""Germany overproduces and underconsumes. This means they have an excessive savings rate (27.8 percent) and free ride off the U.S. and other [countries'] consumers to drive their growth.""The TTIP was the focus of widespread public opposition in Germany and elsewhere in Europe last year.Correction: Michael Stumo is CEO of the Coalition for a Prosperous America. An earlier version misstated his title.Watch: Ross says Russia just a side showVIDEO2:1702:17Sec. Ross: We have to get on with it, Russia probe just a side showSquawk Box",https://www.cnbc.com/2017/05/30/exclusive-wilbur-ross-says-hes-open-to-resuming-ttip-negotiations.html
87,This blame game is driving up health insurance costs,Health Insurance,30-05-2017,"Senate Majority Leader Mitch McConnell (R-KY) speaks during a media briefing on Capitol Hill in Washington, DC.Joshua Roberts | ReutersThe Senate is taking baby steps toward a health care bill amid serious disagreement among lawmakers. But the health care industry waits for no one, and insurers are growing increasingly rattled by a combination of inaction in Congress and outright threats of sabotage from the White House.Customers could  soon be paying the price.Insurance companies, which are reaching deadlines to submit premiums for the individual health care market and to decide whether to sell policies at all, say the uncertainty is driving their premiums higher and their participation lower. These complaints come on top of existing problems in Obamacare markets that would have demanded attention if Democrats had won.More from NBC News:Portland mayor wants to cancel alt-right ralliesGermany's Merkel signals deepening rift with U.S. under Trump Mike Dubke, White House communications director, resigns after 3 months on jobRegardless of what lawmakers do in the long run, the  time may have already passed for Congress to rescue the 2018 insurance market from the negative effects of the current debate. Insurers are putting in their initial bids for premiums and will finalize their plans in September. That means even a temporary fix would likely fail to shield customers from the effects of uncertainty.""We needed to have the answers three months ago,"" Bob Laszewski, president of Health Policy and Strategy Associates, a consulting firm in Washington, D.C., told NBC News.With the market rapidly reaching a point of no return, the political fight in Washington could shift from the future of health care to which party is to blame for its present.The costs of uncertaintyLast week, Blue Cross and Blue Shield of North Carolina announced that it would seek a 22.9 percent increase in premiums for 2018 plans. But it pointedly added that the hike would be just 8.8 percent if Congress and the Trump administration guaranteed subsidies that they're owed for paying out-of-pocket costs for low-income customers.The company also reserved the right to withdraw entirely because of the ""undecided future"" of the Affordable Care Act, popularly known as Obamacare.In other states, insurers are already pulling out of the market. When Blue Cross and Blue Shield of Kansas City withdrew, it left 25 counties without an insurer and many others with only one. In announcing the move, the company cited major losses of more than $100 million but also the ""uncertain direction"" of the market.President Donald Trump has repeatedly hinted that he might cut off the cost-sharing payments, which are the subject of a House Republican lawsuit against the Obama administration, as a way to  put political pressure on Democrats.America's Health Insurance Plans, or AHIP, the nation's leading insurance lobby, has demanded that the White House and Congress resolve the subsidies immediately \xe2\x80\x94 or take the blame for hurting consumers.""This uncertainty is arguably the single most destabilizing factor in the individual market, and millions of Americans could soon feel the impact of fewer choices, higher costs, and reduced access to care,"" Cathryn Donaldson, a spokeswoman for AHIP, said in an email.Sen. Susan Collins, R-Maine, has urged lawmakers to address the issue.""Those subsidies are not only important to stabilize the insurance markets, but they're absolutely vital to low-income individuals,"" she told NBC News.But others see any fallout as the Democrats' fault for drafting their bill improperly, which is the basis of the lawsuit: Sen. John Barrasso, R-Wyoming, blamed former President Barack Obama for ""making illegal payments"" when asked about the recent insurer news.The situation is growing turbulent enough that Sen. Ron Johnson, R-Wisconsin, told NBC News that he could support separate legislation to shore up markets while Congress works on a full Obamacare replacement.""If we have to break this and do something short term to stabilize the markets, I would support that,"" Johnson said.But Johnson added that his take ""may be a minority view"" within the Republican Party, which is uneasy with any move perceived as bolstering the Obamacare framework. Given Trump's discussion of using failing insurance markets as a political cudgel against Democrats, the president could also veto such an effort.Blame gamePolicy experts say the cost-sharing subsidies are only one of many factors upsetting the markets. Insurers are also concerned that the White House might decline to enforce the individual mandate or refuse to adequately advertise during enrollment periods, something that happened briefly after the inauguration.Then there are the many variables in Congress: AHIP and some insurance executives criticized the House bill that passed in May, and there are few clues as to how the Senate will respond, or when, or whether it will be able to get legislation to the president's desk at all.""Republicans haven't really done anything to signal that the non-group market will ever become a viable business proposition,"" said Joe Antos, a scholar at the conservative American Enterprise Institute.Finally, there's Obamacare's own problems.In many places, the insurance markets have attracted more sick customers and fewer healthy customers than had been hoped. Even before Trump took office, there was a rash of premium hikes averaging 25 percent nationwide this year, as well as a major decline in the number of available plans, although no counties were left with zero options.Obamacare's subsidies made up the difference for many customers, but those whose incomes were too high to qualify have faced steep new costs.The stew of factors muddies responsibility and has left each party rushing to tar the other with negative headlines.""Obamacare is collapsing under its own weight, and BCBS [Blue Cross/Blue Shield] itself is leaving Kansas and Missouri as a consequence,"" a White House spokesman said. ""The rising costs of health care predate the Trump administration.""Republicans were quick last week to bring up the North Carolina and Missouri news as evidence that Obamacare needed to be replaced.""This plan simply hasn't worked, it isn't working, and it is going to get worse before it gets better,"" Sen. Roy Blunt, R-Missouri, said in a floor speech.But Democrats were eager to bring up the news, as well. Senate Democratic leader Chuck Schumer of New York spoke on the floor warning of Republican ""sabotage"" and predicted that his rivals would face the wrath of voters if they tried to pawn off responsibility.""When people get a  bad health care bill, you can blame anyone you want,"" he said last week. ""You are in charge.""Looking to seize the legislative high ground, Sen. Claire McCaskill, D-Missouri, introduced a bill that would allow people in counties that lack insurers to access the same exchange plans as members of Congress.""I knew that the president had expressed his desire to sabotage people's insurance coverage, so I anticipated that this would happen,"" she said, referring to the pullout of Blue Cross and Blue Shield of Kansas City. The measure, she said, ""is an immediate fix, and we ought to get an immediate vote.""The state of playDespite Obamacare's ongoing struggles, outside analysts said the exchanges appeared to be in better shape earlier this year as insurers adjusted their prices to meet the environment.Sabrina Corlette, a professor at the Center on Health Insurance Reforms at Georgetown University who has been tracking insurers' quarterly earnings, said companies' comments to shareholders have grown more upbeat even as they warn that uncertainty in Washington raises new risks.""There's probably some blame on all sides, but my perspective is that while many carriers faced significant challenges in the rollout of Obamacare's marketplaces, things were starting to stabilize financially,"" she said.The nonpartisan Congressional Budget Office reached somewhat similar conclusions in its evaluation of the House health care bill last week.Buried in the report, the CBO assessed that the markets should be ""stable in most areas"" in the absence of any changes. But the agency added that ""several factors could lead insurers to withdraw from the market \xe2\x80\x94 including lack of profitability and substantial uncertainty about enforcement of the individual mandate and about future payments of the cost-sharing subsidies.""There's also the question of whether the Republican plan would address the growing consumer difficulties on the insurance market. The House bill would cover 23 million fewer people while raising out-of-pocket costs for many customers and hiking premiums for older low-income Americans, according to the CBO.Democrats, for their part, have suggested a variety of alternative fixes. headlined by a public insurance option, but there's little sign that the two parties would cooperate without a major shift in the political landscape.""We're not going to waste our time talking to people who have no interest in fixing the problem,"" Senate Republican leader Mitch McConnell of Kentucky said last week.",https://www.cnbc.com/2017/05/30/this-blame-game-is-driving-up-health-insurance-costs.html
88,"Mike Dubke, Trump's communications director, is leaving the White House",White House,30-05-2017,"VIDEO0:3300:33Mike Dubke resigning as White House communications directorSquawk BoxMike Dubke, President Donald Trump's communications director, is leaving the White House after three months on the job amid speculation of a shakeup in the West Wing.  A senior official told NBC News on Tuesday that Dubke provided a letter of resignation and Trump accepted it. The date of the departure has not been set, according to the  Axios news outlet, which first reported the resignation. He joined the Trump administration in March.""In a private meeting with the President on Thursday, May 18 I tendered my resignation as Assistant to the President for Communications. I offered to remain in the position through the President's international trip and he accepted,"" Dubke wrote in a note to associates about deciding to leave the job after three months.""The reasons for my departure are personal, but it has been my great honor to serve President Trump and this administration. It has also been my distinct pleasure to work side-by-side, day-by-day with the staff of the communications and press departments. This White House if filled with some of the finest and hardest working men and women in American government.""In an interview on Fox News on Tuesday, White House adviser Kelly Conway said Dubke ""made very clear that he would see through the president's international trip, and come to work every day and work hard even through that trip because there was much to do here back at the White House.""Media reports have speculated about a coming shakeup at the White House in part because of the investigation of Russia's alleged meddling in the 2016 election. \xe2\x80\x94The Associated Press contributed to this report.",https://www.cnbc.com/2017/05/30/mike-dubke-trumps-communications-director-is-leaving-the-white-house-nbc-news.html
89,June swoon not in the forecast for summer stock market,Market Insider,30-05-2017,"VIDEO4:4804:48Closing Bell Exchange: Need a more broad-based rallyClosing BellIt's more likely stocks will take a pause and move sideways this summer than roll over in a ""June swoon,"" according to a number of strategists.June is on average a flattish month and the fourth worst in terms of S&P 500 performance, but it also marks the start of the weak summer season for equities. September is historically the worst month and August the second worst, followed by February.""It's very possible this market is range bound for the summer. If we don't get a significant amount of upside in earnings or the second quarter ends up being a little less strong than the first quarter, or if there are people distracted by politics, or there is a little bit of market fatigue, it's possible we are range bound,"" said Kate Moore, chief equity strategist at BlackRock. ""But I have a hard time, from valuation or sentiment perspectives, seeing reasons for a big swoon.""Stocks have moved higher without regard for the type of events that might normally trip up the market. The controversies swirling around President Donald Trump's campaign and Russia; Federal Reserve rate hikes; and a potentially stalled out congressional effort on tax reform are not seen as impediments to the stock market, which could grind slowly higher.""The magnitude and duration of sell-offs more recently has been very disappointing to the bears,"" said Moore. She said the economic and earnings fundamentals are the bigger catalysts behind the stock market's move.""Earning are very strong in the first quarter. Companies did a good job of reaffirming or improving on the outlook for 2017,"" Moore said. ""This is really not contingent on significant policy stimulus coming out of D.C. ... People were trying to explain away the pickup in business sentiment after the election with great expectations for tax reform and stimulus. But at this point, management teams are just as aware of the extended delays in this policy reform.""Wednesday is the final trading day of May, and the  on pace for its sixth positive month out of seven and its best-performing month since February. Nasdaq, up 2.6 percent for May so far, was on pace for a seventh month of gains, its best winning streak since May 2013.Seasonally, June stock markets have traded lower just under half the time, but the losses have been minuscule \xe2\x80\x94 averaging a 0.005 percent decline in the S&P 500 all the way back to World War II, according to Sam Stovall, chief investment strategist at CFRA. ""Despite the rhyme, stocks generally just mark time,"" Stovall said of the June swoon. ""June has the second-worst frequency of advances. However, the average price change is basically nonexistent.""June also follows the month of May, which has has often heralded in weakness, and is known for the old adage, ""sell in May."" However, the S&P 500 has gained more than 1.2 percent in May so far and was very near it's all-time high in Tuesday trading.Despite the market's quiet climb higher, some strategists do see risks. China's debt bubble is noted as one, but it's not a new risk. Some strategists say the market could react if Congress looks unlikely to pass tax reform this year, but how much the market is still counting on a plan in 2017 is up for debate. ""Trump came in with high expectations and has done nothing but be a disappointment,"" said investment strategist James Paulsen, formerly with Wells Capital Management. ""The market has no expectation for anything to be done this year. It may be a positive surprise if they actually get something done.""Strategists also say the Federal Reserve could eventually pose a problem for the market if the economic data do not pick up, and the Fed is seen as moving ahead with interest rate hikes in a soft economy. The central bank has forecast two rate increases and expects to begin the process of shrinking its balance sheet this year. Dallas Fed President Robert Kaplan reiterated that forecast Tuesday on CNBC's ""Squawk Box,"" and the market expects the next interest rate hike June 14.""The thing is there are not a lot of risks out there that are identifiable. If the Fed raises rates, they're boosting them to around 1 percent, and normally in this kind of inflationary environment, we should be at 3.5 percent. So the Fed is being extraordinarily accommodative,"" said Stovall.  Strategists say the market has also been lifted by strong U.S. earnings growth and a synchronized global economic recovery, but it is at a high valuation level and that could keep the market from rising much more.""As retail flows continue to move out of U.S. equities and into international equities, led byEurope and EM, SPX [S&P 500] upside following a stronger-than-expected Q1 earnings seasonappears capped heading into the historically quieter summer months,"" wrote Julian Emanuel, UBS equities and derivatives strategist, in a note.One concern for the market has been the concentrated gains in a handful of tech names. The  is up more than 7.5 percent for the year so far,  but the ""FANG"" stocks are up much more than that. One of those, Amazon. com broke the psychological $1,000 mile marker Tuesday, and is up 33 percent for the year so far. The other stocks in ""FANG"" are Facebook, Netflix and Alphabet, parent of Google.""FANG is leading the market, but in general the proportion of the market being led by technology is not greater than the normal proportion of the lead sector in other up years. You generally get a third of the performance in the equity market from the strongest sector in a year when the market advances,"" said Moore.Trump could also become a risk if his threats about trade become hard stances, said Paul Christopher, chief international investment strategist at Wells Fargo Investment Institute.Christopher is of the view there could be a summer sell-off. He said he expects the market to peak soon, and a catalyst could be disappointment with Washington on the policy front, the Federal Reserve's rate hikes, or a political unknown.""We think the market is ignoring the valuations. The fact we expect more Fed rate hikes, and into 2018. At some point they have to be dealt with,"" he said. ""Maybe we just readjust back to more average P/Es."" The price-earnings ratio for the S&P 500 was 17.6 for 12-month forward earnings. There are several potential catalysts on the horizon for markets Wednesday, as investors wait for Friday's jobs report. Chicago PMI is scheduled to be reported at 9:45 a.m. ET; pending home sales are at 10 a.m.; and the Fed's Beige Book on the economy is at 2 p.m. Watch: Stock pickers paradise?VIDEO3:5603:56A stock picker\xe2\x80\x99s paradise?Trading Nation",https://www.cnbc.com/2017/05/30/june-swoon-not-in-the-forecast-for-summer-stock-market.html
